id,input_word,correct_word,reversal_type
995,ptes,pets,internal_reversal
996,on,no,full_reversal
997,setp,step,internal_reversal
998,loop,pool,full_reversal
999,pool,loop,full_reversal
1000,was,saw,full_reversal
1001,tap,pat,full_reversal
1002,on,no,full_reversal
1003,polo,pool,internal_reversal
1004,drawre,drawer,internal_reversal
1005,step,pets,full_reversal
1006,pool,loop,full_reversal
1007,was,saw,full_reversal
1008,was,saw,full_reversal
1009,drawer,reward,full_reversal
1010,loop,pool,full_reversal
1011,loop,pool,full_reversal
1012,was,saw,full_reversal
1013,pat,tap,full_reversal
1014,step,pets,full_reversal
1015,polo,pool,internal_reversal
1016,step,pets,full_reversal
1017,god,dog,full_reversal
1018,on,no,full_reversal
1019,reward,drawer,full_reversal
1020,pets,step,full_reversal
1021,drawer,reward,full_reversal
1022,pool,loop,full_reversal
1023,lopo,loop,internal_reversal
1024,lopo,loop,internal_reversal
1025,step,pets,full_reversal
1026,step,pets,full_reversal
1027,god,dog,full_reversal
1028,was,saw,full_reversal
1029,reawrd,reward,internal_reversal
1030,pool,loop,full_reversal
1031,tap,pat,full_reversal
1032,pets,step,full_reversal
1033,step,pets,full_reversal
1034,saw,was,full_reversal
1035,tap,pat,full_reversal
1036,setp,step,internal_reversal
1037,drawre,drawer,internal_reversal
1038,setp,step,internal_reversal
1039,reawrd,reward,internal_reversal
1040,pets,step,full_reversal
1041,was,saw,full_reversal
1042,loop,pool,full_reversal
1043,tap,pat,full_reversal
1044,polo,pool,internal_reversal
1045,pets,step,full_reversal
1046,reward,drawer,full_reversal
1047,was,saw,full_reversal
1048,pool,loop,full_reversal
1049,rewadr,reward,internal_reversal
1050,no,on,full_reversal
1051,darwer,drawer,internal_reversal
1052,pat,tap,full_reversal
1053,saw,was,full_reversal
1054,pat,tap,full_reversal
1055,draewr,drawer,internal_reversal
1056,rweard,reward,internal_reversal
1057,step,pets,full_reversal
1058,on,no,full_reversal
1059,god,dog,full_reversal
1060,step,pets,full_reversal
1061,ptes,pets,internal_reversal
1062,no,on,full_reversal
1063,draewr,drawer,internal_reversal
1064,drawer,reward,full_reversal
1065,stpe,step,internal_reversal
1066,lopo,loop,internal_reversal
1067,pest,pets,internal_reversal
1068,pets,step,full_reversal
1069,step,pets,full_reversal
1070,pat,tap,full_reversal
1071,god,dog,full_reversal
1072,reward,drawer,full_reversal
1073,pest,pets,internal_reversal
1074,tap,pat,full_reversal
1075,pat,tap,full_reversal
1076,god,dog,full_reversal
1077,god,dog,full_reversal
1078,on,no,full_reversal
1079,pool,loop,full_reversal
1080,step,pets,full_reversal
1081,step,pets,full_reversal
1082,step,pets,full_reversal
1083,rewrad,reward,internal_reversal
1084,pets,step,full_reversal
1085,lopo,loop,internal_reversal
1086,on,no,full_reversal
1087,saw,was,full_reversal
1088,on,no,full_reversal
1089,on,no,full_reversal
1090,god,dog,full_reversal
1091,rewadr,reward,internal_reversal
1092,ptes,pets,internal_reversal
1093,pool,loop,full_reversal
1094,pets,step,full_reversal
1095,on,no,full_reversal
1096,drawer,reward,full_reversal
1097,pest,pets,internal_reversal
1098,on,no,full_reversal
1099,step,pets,full_reversal
1100,drawer,reward,full_reversal
1101,pets,step,full_reversal
1102,stpe,step,internal_reversal
1103,was,saw,full_reversal
1104,pat,tap,full_reversal
1105,dog,god,full_reversal
1106,step,pets,full_reversal
1107,drawre,drawer,internal_reversal
1108,polo,pool,internal_reversal
1109,reward,drawer,full_reversal
1110,pat,tap,full_reversal
1111,rewrad,reward,internal_reversal
1112,drawer,reward,full_reversal
1113,step,pets,full_reversal
1114,pool,loop,full_reversal
1115,loop,pool,full_reversal
1116,was,saw,full_reversal
1117,drawer,reward,full_reversal
1118,dog,god,full_reversal
1119,god,dog,full_reversal
1120,no,on,full_reversal
1121,loop,pool,full_reversal
1122,ptes,pets,internal_reversal
1123,god,dog,full_reversal
1124,ptes,pets,internal_reversal
1125,ptes,pets,internal_reversal
1126,pat,tap,full_reversal
1127,pets,step,full_reversal
1128,dog,god,full_reversal
1129,pat,tap,full_reversal
1130,ptes,pets,internal_reversal
1131,on,no,full_reversal
1132,darwer,drawer,internal_reversal
1133,pool,loop,full_reversal
1134,was,saw,full_reversal
1135,drawre,drawer,internal_reversal
1136,draewr,drawer,internal_reversal
1137,lopo,loop,internal_reversal
1138,stpe,step,internal_reversal
1139,setp,step,internal_reversal
1140,rweard,reward,internal_reversal
1141,no,on,full_reversal
1142,god,dog,full_reversal
1143,loop,pool,full_reversal
1144,stpe,step,internal_reversal
1145,tap,pat,full_reversal
1146,rweard,reward,internal_reversal
1147,darwer,drawer,internal_reversal
1148,dog,god,full_reversal
1149,lopo,loop,internal_reversal
1150,draewr,drawer,internal_reversal
1151,god,dog,full_reversal
1152,stpe,step,internal_reversal
1153,stpe,step,internal_reversal
1154,pest,pets,internal_reversal
1155,setp,step,internal_reversal
1156,dog,god,full_reversal
1157,no,on,full_reversal
1158,reward,drawer,full_reversal
1159,god,dog,full_reversal
1160,pool,loop,full_reversal
1161,dog,god,full_reversal
1162,pat,tap,full_reversal
1163,polo,pool,internal_reversal
1164,god,dog,full_reversal
1165,step,pets,full_reversal
1166,no,on,full_reversal
1167,setp,step,internal_reversal
1168,ptes,pets,internal_reversal
1169,step,pets,full_reversal
1170,loop,pool,full_reversal
1171,was,saw,full_reversal
1172,reward,drawer,full_reversal
1173,polo,pool,internal_reversal
1174,was,saw,full_reversal
1175,god,dog,full_reversal
1176,on,no,full_reversal
1177,on,no,full_reversal
1178,reward,drawer,full_reversal
1179,stpe,step,internal_reversal
1180,setp,step,internal_reversal
1181,setp,step,internal_reversal
1182,stpe,step,internal_reversal
1183,loop,pool,full_reversal
1184,on,no,full_reversal
1185,setp,step,internal_reversal
1186,pool,loop,full_reversal
1187,pets,step,full_reversal
1188,pool,loop,full_reversal
1189,pets,step,full_reversal
1190,no,on,full_reversal
1191,no,on,full_reversal
1192,on,no,full_reversal
1193,stpe,step,internal_reversal
1194,loop,pool,full_reversal
1195,on,no,full_reversal
1196,drawre,drawer,internal_reversal
1197,stpe,step,internal_reversal
1198,no,on,full_reversal
1199,dog,god,full_reversal
1200,no,on,full_reversal
1201,rewadr,reward,internal_reversal
1202,drawer,reward,full_reversal
1203,loop,pool,full_reversal
1204,ptes,pets,internal_reversal
1205,pool,loop,full_reversal
1206,pat,tap,full_reversal
1207,was,saw,full_reversal
1208,ptes,pets,internal_reversal
1209,god,dog,full_reversal
1210,pets,step,full_reversal
1211,on,no,full_reversal
1212,darwer,drawer,internal_reversal
1213,draewr,drawer,internal_reversal
1214,tap,pat,full_reversal
1215,step,pets,full_reversal
1216,step,pets,full_reversal
1217,was,saw,full_reversal
1218,tap,pat,full_reversal
1219,pat,tap,full_reversal
1220,was,saw,full_reversal
1221,dog,god,full_reversal
1222,draewr,drawer,internal_reversal
1223,pool,loop,full_reversal
1224,rewrad,reward,internal_reversal
1225,lopo,loop,internal_reversal
1226,pets,step,full_reversal
1227,loop,pool,full_reversal
1228,on,no,full_reversal
1229,god,dog,full_reversal
1230,stpe,step,internal_reversal
1231,drawer,reward,full_reversal
1232,loop,pool,full_reversal
1233,was,saw,full_reversal
1234,god,dog,full_reversal
1235,tap,pat,full_reversal
1236,ptes,pets,internal_reversal
1237,no,on,full_reversal
1238,pat,tap,full_reversal
1239,tap,pat,full_reversal
1240,step,pets,full_reversal
1241,step,pets,full_reversal
1242,was,saw,full_reversal
1243,pets,step,full_reversal
1244,reawrd,reward,internal_reversal
1245,draewr,drawer,internal_reversal
1246,stpe,step,internal_reversal
1247,step,pets,full_reversal
1248,drawer,reward,full_reversal
1249,stpe,step,internal_reversal
1250,reawrd,reward,internal_reversal
1251,pets,step,full_reversal
1252,on,no,full_reversal
1253,step,pets,full_reversal
1254,loop,pool,full_reversal
1255,step,pets,full_reversal
1256,step,pets,full_reversal
1257,rweard,reward,internal_reversal
1258,on,no,full_reversal
1259,was,saw,full_reversal
1260,pool,loop,full_reversal
1261,dog,god,full_reversal
1262,dog,god,full_reversal
1263,pat,tap,full_reversal
1264,saw,was,full_reversal
1265,reward,drawer,full_reversal
1266,loop,pool,full_reversal
1267,ptes,pets,internal_reversal
1268,step,pets,full_reversal
1269,drawer,reward,full_reversal
1270,on,no,full_reversal
1271,no,on,full_reversal
1272,step,pets,full_reversal
1273,pool,loop,full_reversal
1274,setp,step,internal_reversal
1275,drawre,drawer,internal_reversal
1276,drawre,drawer,internal_reversal
1277,rweard,reward,internal_reversal
1278,pets,step,full_reversal
1279,reward,drawer,full_reversal
1280,setp,step,internal_reversal
1281,pool,loop,full_reversal
1282,drawer,reward,full_reversal
1283,was,saw,full_reversal
1284,darwer,drawer,internal_reversal
1285,pat,tap,full_reversal
1286,lopo,loop,internal_reversal
1287,tap,pat,full_reversal
1288,reward,drawer,full_reversal
1289,drawer,reward,full_reversal
1290,step,pets,full_reversal
1291,god,dog,full_reversal
1292,rweard,reward,internal_reversal
1293,dog,god,full_reversal
1294,pat,tap,full_reversal
1295,loop,pool,full_reversal
1296,god,dog,full_reversal
1297,darwer,drawer,internal_reversal
1298,reward,drawer,full_reversal
1299,tap,pat,full_reversal
1300,dog,god,full_reversal
1301,no,on,full_reversal
1302,loop,pool,full_reversal
1303,loop,pool,full_reversal
1304,pest,pets,internal_reversal
1305,saw,was,full_reversal
1306,step,pets,full_reversal
1307,god,dog,full_reversal
1308,step,pets,full_reversal
1309,pool,loop,full_reversal
1310,dog,god,full_reversal
1311,on,no,full_reversal
1312,no,on,full_reversal
1313,tap,pat,full_reversal
1314,saw,was,full_reversal
1315,pat,tap,full_reversal
1316,was,saw,full_reversal
1317,pets,step,full_reversal
1318,dog,god,full_reversal
1319,pool,loop,full_reversal
1320,dog,god,full_reversal
1321,ptes,pets,internal_reversal
1322,pets,step,full_reversal
1323,saw,was,full_reversal
1324,drwaer,drawer,internal_reversal
1325,was,saw,full_reversal
1326,saw,was,full_reversal
1327,was,saw,full_reversal
1328,pool,loop,full_reversal
1329,lopo,loop,internal_reversal
1330,on,no,full_reversal
1331,god,dog,full_reversal
1332,drwaer,drawer,internal_reversal
1333,on,no,full_reversal
1334,stpe,step,internal_reversal
1335,rewrad,reward,internal_reversal
1336,pool,loop,full_reversal
1337,rewrad,reward,internal_reversal
1338,saw,was,full_reversal
1339,tap,pat,full_reversal
1340,drawer,reward,full_reversal
1341,loop,pool,full_reversal
1342,no,on,full_reversal
1343,drawer,reward,full_reversal
1344,pool,loop,full_reversal
1345,was,saw,full_reversal
1346,tap,pat,full_reversal
1347,rweard,reward,internal_reversal
1348,dog,god,full_reversal
1349,polo,pool,internal_reversal
1350,no,on,full_reversal
1351,ptes,pets,internal_reversal
1352,drwaer,drawer,internal_reversal
1353,on,no,full_reversal
1354,loop,pool,full_reversal
1355,setp,step,internal_reversal
1356,drawer,reward,full_reversal
1357,pool,loop,full_reversal
1358,tap,pat,full_reversal
1359,ptes,pets,internal_reversal
1360,saw,was,full_reversal
1361,tap,pat,full_reversal
1362,lopo,loop,internal_reversal
1363,reward,drawer,full_reversal
1364,god,dog,full_reversal
1365,pest,pets,internal_reversal
1366,reward,drawer,full_reversal
1367,pool,loop,full_reversal
1368,tap,pat,full_reversal
1369,draewr,drawer,internal_reversal
1370,no,on,full_reversal
1371,reward,drawer,full_reversal
1372,loop,pool,full_reversal
1373,drwaer,drawer,internal_reversal
1374,tap,pat,full_reversal
1375,pets,step,full_reversal
1376,no,on,full_reversal
1377,drwaer,drawer,internal_reversal
1378,loop,pool,full_reversal
1379,drwaer,drawer,internal_reversal
1380,loop,pool,full_reversal
1381,drwaer,drawer,internal_reversal
1382,drawer,reward,full_reversal
1383,dog,god,full_reversal
1384,pat,tap,full_reversal
1385,pat,tap,full_reversal
1386,pat,tap,full_reversal
1387,reward,drawer,full_reversal
1388,polo,pool,internal_reversal
1389,saw,was,full_reversal
1390,loop,pool,full_reversal
1391,step,pets,full_reversal
1392,pool,loop,full_reversal
1393,dog,god,full_reversal
1394,god,dog,full_reversal
1395,was,saw,full_reversal
1396,saw,was,full_reversal
1397,darwer,drawer,internal_reversal
1398,rewrad,reward,internal_reversal
1399,tap,pat,full_reversal
1400,on,no,full_reversal
1401,tap,pat,full_reversal
1402,stpe,step,internal_reversal
1403,dog,god,full_reversal
1404,stpe,step,internal_reversal
1405,dog,god,full_reversal
1406,loop,pool,full_reversal
1407,setp,step,internal_reversal
1408,drawer,reward,full_reversal
1409,tap,pat,full_reversal
1410,on,no,full_reversal
1411,pool,loop,full_reversal
1412,reward,drawer,full_reversal
1413,pets,step,full_reversal
1414,setp,step,internal_reversal
1415,lopo,loop,internal_reversal
1416,drawer,reward,full_reversal
1417,polo,pool,internal_reversal
1418,tap,pat,full_reversal
1419,was,saw,full_reversal
1420,step,pets,full_reversal
1421,tap,pat,full_reversal
1422,ptes,pets,internal_reversal
1423,reward,drawer,full_reversal
1424,darwer,drawer,internal_reversal
1425,stpe,step,internal_reversal
1426,lopo,loop,internal_reversal
1427,loop,pool,full_reversal
1428,lopo,loop,internal_reversal
1429,on,no,full_reversal
1430,reward,drawer,full_reversal
1431,tap,pat,full_reversal
1432,pest,pets,internal_reversal
1433,ptes,pets,internal_reversal
1434,dog,god,full_reversal
1435,tap,pat,full_reversal
1436,saw,was,full_reversal
1437,was,saw,full_reversal
1438,setp,step,internal_reversal
1439,stpe,step,internal_reversal
1440,step,pets,full_reversal
1441,step,pets,full_reversal
1442,on,no,full_reversal
1443,tap,pat,full_reversal
1444,on,no,full_reversal
1445,ptes,pets,internal_reversal
1446,draewr,drawer,internal_reversal
1447,tap,pat,full_reversal
1448,was,saw,full_reversal
1449,saw,was,full_reversal
1450,loop,pool,full_reversal
1451,stpe,step,internal_reversal
1452,saw,was,full_reversal
1453,tap,pat,full_reversal
1454,on,no,full_reversal
1455,darwer,drawer,internal_reversal
1456,god,dog,full_reversal
1457,rweard,reward,internal_reversal
1458,reward,drawer,full_reversal
1459,tap,pat,full_reversal
1460,reawrd,reward,internal_reversal
1461,dog,god,full_reversal
1462,drawre,drawer,internal_reversal
1463,pool,loop,full_reversal
1464,pat,tap,full_reversal
1465,on,no,full_reversal
1466,dog,god,full_reversal
1467,god,dog,full_reversal
1468,loop,pool,full_reversal
1469,step,pets,full_reversal
1470,drawre,drawer,internal_reversal
1471,no,on,full_reversal
1472,pat,tap,full_reversal
1473,on,no,full_reversal
1474,drawer,reward,full_reversal
1475,loop,pool,full_reversal
1476,pat,tap,full_reversal
1477,tap,pat,full_reversal
1478,dog,god,full_reversal
1479,saw,was,full_reversal
1480,drawer,reward,full_reversal
1481,lopo,loop,internal_reversal
1482,rewrad,reward,internal_reversal
1483,drawer,reward,full_reversal
1484,tap,pat,full_reversal
1485,step,pets,full_reversal
1486,pest,pets,internal_reversal
1487,reward,drawer,full_reversal
1488,saw,was,full_reversal
1489,no,on,full_reversal
1490,tap,pat,full_reversal
1491,reward,drawer,full_reversal
1492,reawrd,reward,internal_reversal
1493,no,on,full_reversal
1494,setp,step,internal_reversal
1495,step,pets,full_reversal
1496,god,dog,full_reversal
1497,ptes,pets,internal_reversal
1498,stpe,step,internal_reversal
1499,ptes,pets,internal_reversal
1500,was,saw,full_reversal
1501,lopo,loop,internal_reversal
1502,ptes,pets,internal_reversal
1503,stpe,step,internal_reversal
1504,drawer,reward,full_reversal
1505,pool,loop,full_reversal
1506,step,pets,full_reversal
1507,no,on,full_reversal
1508,drwaer,drawer,internal_reversal
1509,stpe,step,internal_reversal
1510,reawrd,reward,internal_reversal
1511,reward,drawer,full_reversal
1512,was,saw,full_reversal
1513,draewr,drawer,internal_reversal
1514,pat,tap,full_reversal
1515,ptes,pets,internal_reversal
1516,pool,loop,full_reversal
1517,reward,drawer,full_reversal
1518,pets,step,full_reversal
1519,pat,tap,full_reversal
1520,on,no,full_reversal
1521,pets,step,full_reversal
1522,was,saw,full_reversal
1523,stpe,step,internal_reversal
1524,pat,tap,full_reversal
1525,pat,tap,full_reversal
1526,pest,pets,internal_reversal
1527,pets,step,full_reversal
1528,drawre,drawer,internal_reversal
1529,setp,step,internal_reversal
1530,reward,drawer,full_reversal
1531,tap,pat,full_reversal
1532,reward,drawer,full_reversal
1533,stpe,step,internal_reversal
1534,saw,was,full_reversal
1535,on,no,full_reversal
1536,setp,step,internal_reversal
1537,pets,step,full_reversal
1538,was,saw,full_reversal
1539,drawer,reward,full_reversal
1540,rewrad,reward,internal_reversal
1541,stpe,step,internal_reversal
1542,on,no,full_reversal
1543,was,saw,full_reversal
1544,ptes,pets,internal_reversal
1545,god,dog,full_reversal
1546,was,saw,full_reversal
1547,ptes,pets,internal_reversal
1548,drawer,reward,full_reversal
1549,no,on,full_reversal
1550,polo,pool,internal_reversal
1551,on,no,full_reversal
1552,saw,was,full_reversal
1553,reward,drawer,full_reversal
1554,pets,step,full_reversal
1555,pat,tap,full_reversal
1556,pets,step,full_reversal
1557,pest,pets,internal_reversal
1558,tap,pat,full_reversal
1559,dog,god,full_reversal
1560,dog,god,full_reversal
1561,rewrad,reward,internal_reversal
1562,draewr,drawer,internal_reversal
1563,dog,god,full_reversal
1564,rweard,reward,internal_reversal
1565,on,no,full_reversal
1566,dog,god,full_reversal
1567,setp,step,internal_reversal
1568,step,pets,full_reversal
1569,step,pets,full_reversal
1570,was,saw,full_reversal
1571,tap,pat,full_reversal
1572,step,pets,full_reversal
1573,pets,step,full_reversal
1574,saw,was,full_reversal
1575,polo,pool,internal_reversal
1576,pat,tap,full_reversal
1577,rweard,reward,internal_reversal
1578,tap,pat,full_reversal
1579,pets,step,full_reversal
1580,step,pets,full_reversal
1581,dog,god,full_reversal
1582,on,no,full_reversal
1583,dog,god,full_reversal
1584,tap,pat,full_reversal
1585,no,on,full_reversal
1586,pool,loop,full_reversal
1587,drawer,reward,full_reversal
1588,was,saw,full_reversal
1589,pool,loop,full_reversal
1590,loop,pool,full_reversal
1591,step,pets,full_reversal
1592,no,on,full_reversal
1593,ptes,pets,internal_reversal
1594,rewadr,reward,internal_reversal
1595,loop,pool,full_reversal
1596,on,no,full_reversal
1597,no,on,full_reversal
1598,pets,step,full_reversal
1599,step,pets,full_reversal
1600,pat,tap,full_reversal
1601,on,no,full_reversal
1602,pets,step,full_reversal
1603,reward,drawer,full_reversal
1604,reward,drawer,full_reversal
1605,tap,pat,full_reversal
1606,ptes,pets,internal_reversal
1607,saw,was,full_reversal
1608,on,no,full_reversal
1609,on,no,full_reversal
1610,rewrad,reward,internal_reversal
1611,rweard,reward,internal_reversal
1612,pat,tap,full_reversal
1613,reward,drawer,full_reversal
1614,saw,was,full_reversal
1615,tap,pat,full_reversal
1616,loop,pool,full_reversal
1617,setp,step,internal_reversal
1618,god,dog,full_reversal
1619,pat,tap,full_reversal
1620,god,dog,full_reversal
1621,reawrd,reward,internal_reversal
1622,stpe,step,internal_reversal
1623,tap,pat,full_reversal
1624,no,on,full_reversal
1625,step,pets,full_reversal
1626,pat,tap,full_reversal
1627,pest,pets,internal_reversal
1628,god,dog,full_reversal
1629,draewr,drawer,internal_reversal
1630,dog,god,full_reversal
1631,god,dog,full_reversal
1632,stpe,step,internal_reversal
1633,on,no,full_reversal
1634,step,pets,full_reversal
1635,polo,pool,internal_reversal
1636,pets,step,full_reversal
1637,drawer,reward,full_reversal
1638,reawrd,reward,internal_reversal
1639,dog,god,full_reversal
1640,stpe,step,internal_reversal
1641,no,on,full_reversal
1642,drawer,reward,full_reversal
1643,on,no,full_reversal
1644,stpe,step,internal_reversal
1645,god,dog,full_reversal
1646,step,pets,full_reversal
1647,dog,god,full_reversal
1648,drawer,reward,full_reversal
1649,rweard,reward,internal_reversal
1650,pat,tap,full_reversal
1651,draewr,drawer,internal_reversal
1652,drawer,reward,full_reversal
1653,saw,was,full_reversal
1654,pest,pets,internal_reversal
1655,on,no,full_reversal
1656,god,dog,full_reversal
1657,no,on,full_reversal
1658,reawrd,reward,internal_reversal
1659,pat,tap,full_reversal
1660,pest,pets,internal_reversal
1661,on,no,full_reversal
1662,rewrad,reward,internal_reversal
1663,loop,pool,full_reversal
1664,step,pets,full_reversal
1665,stpe,step,internal_reversal
1666,drawer,reward,full_reversal
1667,on,no,full_reversal
1668,loop,pool,full_reversal
1669,on,no,full_reversal
1670,drawer,reward,full_reversal
1671,tap,pat,full_reversal
1672,pets,step,full_reversal
1673,no,on,full_reversal
1674,god,dog,full_reversal
1675,drawre,drawer,internal_reversal
1676,pool,loop,full_reversal
1677,pets,step,full_reversal
1678,loop,pool,full_reversal
1679,step,pets,full_reversal
1680,god,dog,full_reversal
1681,pat,tap,full_reversal
1682,rewrad,reward,internal_reversal
1683,god,dog,full_reversal
1684,rweard,reward,internal_reversal
1685,dog,god,full_reversal
1686,pets,step,full_reversal
1687,drawer,reward,full_reversal
1688,setp,step,internal_reversal
1689,no,on,full_reversal
1690,lopo,loop,internal_reversal
1691,was,saw,full_reversal
1692,no,on,full_reversal
1693,was,saw,full_reversal
1694,pool,loop,full_reversal
1695,was,saw,full_reversal
1696,pool,loop,full_reversal
1697,god,dog,full_reversal
1698,setp,step,internal_reversal
1699,god,dog,full_reversal
1700,pat,tap,full_reversal
1701,on,no,full_reversal
1702,polo,pool,internal_reversal
1703,drawer,reward,full_reversal
1704,saw,was,full_reversal
1705,pest,pets,internal_reversal
1706,draewr,drawer,internal_reversal
1707,reward,drawer,full_reversal
1708,drawer,reward,full_reversal
1709,pat,tap,full_reversal
1710,on,no,full_reversal
1711,drawer,reward,full_reversal
1712,step,pets,full_reversal
1713,saw,was,full_reversal
1714,on,no,full_reversal
1715,god,dog,full_reversal
1716,lopo,loop,internal_reversal
1717,tap,pat,full_reversal
1718,pat,tap,full_reversal
1719,drawer,reward,full_reversal
1720,tap,pat,full_reversal
1721,tap,pat,full_reversal
1722,ptes,pets,internal_reversal
1723,reward,drawer,full_reversal
1724,reward,drawer,full_reversal
1725,pat,tap,full_reversal
1726,was,saw,full_reversal
1727,dog,god,full_reversal
1728,god,dog,full_reversal
1729,step,pets,full_reversal
1730,was,saw,full_reversal
1731,pat,tap,full_reversal
1732,reward,drawer,full_reversal
1733,darwer,drawer,internal_reversal
1734,pets,step,full_reversal
1735,saw,was,full_reversal
1736,draewr,drawer,internal_reversal
1737,god,dog,full_reversal
1738,no,on,full_reversal
1739,pool,loop,full_reversal
1740,ptes,pets,internal_reversal
1741,dog,god,full_reversal
1742,reward,drawer,full_reversal
1743,ptes,pets,internal_reversal
1744,tap,pat,full_reversal
1745,polo,pool,internal_reversal
1746,loop,pool,full_reversal
1747,rweard,reward,internal_reversal
1748,saw,was,full_reversal
1749,god,dog,full_reversal
1750,drawre,drawer,internal_reversal
1751,god,dog,full_reversal
1752,pets,step,full_reversal
1753,no,on,full_reversal
1754,step,pets,full_reversal
1755,setp,step,internal_reversal
1756,saw,was,full_reversal
1757,loop,pool,full_reversal
1758,darwer,drawer,internal_reversal
1759,setp,step,internal_reversal
1760,on,no,full_reversal
1761,pets,step,full_reversal
1762,dog,god,full_reversal
1763,pat,tap,full_reversal
1764,dog,god,full_reversal
1765,no,on,full_reversal
1766,no,on,full_reversal
1767,pat,tap,full_reversal
1768,saw,was,full_reversal
1769,dog,god,full_reversal
1770,lopo,loop,internal_reversal
1771,rweard,reward,internal_reversal
1772,pat,tap,full_reversal
1773,pool,loop,full_reversal
1774,rewadr,reward,internal_reversal
1775,drawer,reward,full_reversal
1776,was,saw,full_reversal
1777,no,on,full_reversal
1778,polo,pool,internal_reversal
1779,stpe,step,internal_reversal
1780,step,pets,full_reversal
1781,loop,pool,full_reversal
1782,pool,loop,full_reversal
1783,darwer,drawer,internal_reversal
1784,was,saw,full_reversal
1785,god,dog,full_reversal
1786,was,saw,full_reversal
1787,step,pets,full_reversal
1788,dog,god,full_reversal
1789,drwaer,drawer,internal_reversal
1790,pool,loop,full_reversal
1791,saw,was,full_reversal
1792,god,dog,full_reversal
1793,tap,pat,full_reversal
1794,tap,pat,full_reversal
1795,pool,loop,full_reversal
1796,on,no,full_reversal
1797,was,saw,full_reversal
1798,reward,drawer,full_reversal
1799,no,on,full_reversal
1800,pets,step,full_reversal
1801,saw,was,full_reversal
1802,stpe,step,internal_reversal
1803,pets,step,full_reversal
1804,pets,step,full_reversal
1805,god,dog,full_reversal
1806,drawer,reward,full_reversal
1807,pest,pets,internal_reversal
1808,tap,pat,full_reversal
1809,drawre,drawer,internal_reversal
1810,dog,god,full_reversal
1811,reawrd,reward,internal_reversal
1812,drawer,reward,full_reversal
1813,god,dog,full_reversal
1814,dog,god,full_reversal
1815,on,no,full_reversal
1816,setp,step,internal_reversal
1817,was,saw,full_reversal
1818,god,dog,full_reversal
1819,saw,was,full_reversal
1820,was,saw,full_reversal
1821,step,pets,full_reversal
1822,pest,pets,internal_reversal
1823,pets,step,full_reversal
1824,polo,pool,internal_reversal
1825,step,pets,full_reversal
1826,loop,pool,full_reversal
1827,setp,step,internal_reversal
1828,lopo,loop,internal_reversal
1829,saw,was,full_reversal
1830,loop,pool,full_reversal
1831,polo,pool,internal_reversal
1832,drwaer,drawer,internal_reversal
1833,tap,pat,full_reversal
1834,god,dog,full_reversal
1835,pets,step,full_reversal
1836,lopo,loop,internal_reversal
1837,dog,god,full_reversal
1838,ptes,pets,internal_reversal
1839,saw,was,full_reversal
1840,pat,tap,full_reversal
1841,reward,drawer,full_reversal
1842,no,on,full_reversal
1843,loop,pool,full_reversal
1844,pool,loop,full_reversal
1845,dog,god,full_reversal
1846,setp,step,internal_reversal
1847,tap,pat,full_reversal
1848,polo,pool,internal_reversal
1849,god,dog,full_reversal
1850,no,on,full_reversal
1851,loop,pool,full_reversal
1852,reward,drawer,full_reversal
1853,pest,pets,internal_reversal
1854,pool,loop,full_reversal
1855,tap,pat,full_reversal
1856,draewr,drawer,internal_reversal
1857,saw,was,full_reversal
1858,on,no,full_reversal
1859,setp,step,internal_reversal
1860,saw,was,full_reversal
1861,saw,was,full_reversal
1862,loop,pool,full_reversal
1863,saw,was,full_reversal
1864,drawer,reward,full_reversal
1865,no,on,full_reversal
1866,reawrd,reward,internal_reversal
1867,on,no,full_reversal
1868,draewr,drawer,internal_reversal
1869,pool,loop,full_reversal
1870,loop,pool,full_reversal
1871,tap,pat,full_reversal
1872,tap,pat,full_reversal
1873,pat,tap,full_reversal
1874,loop,pool,full_reversal
1875,god,dog,full_reversal
1876,drawre,drawer,internal_reversal
1877,loop,pool,full_reversal
1878,setp,step,internal_reversal
1879,reward,drawer,full_reversal
1880,pets,step,full_reversal
1881,setp,step,internal_reversal
1882,no,on,full_reversal
1883,ptes,pets,internal_reversal
1884,drawer,reward,full_reversal
1885,stpe,step,internal_reversal
1886,rweard,reward,internal_reversal
1887,setp,step,internal_reversal
1888,god,dog,full_reversal
1889,pets,step,full_reversal
1890,tap,pat,full_reversal
1891,pat,tap,full_reversal
1892,pets,step,full_reversal
1893,saw,was,full_reversal
1894,on,no,full_reversal
1895,tap,pat,full_reversal
1896,tap,pat,full_reversal
1897,tap,pat,full_reversal
1898,pat,tap,full_reversal
1899,drawer,reward,full_reversal
1900,on,no,full_reversal
1901,was,saw,full_reversal
1902,pool,loop,full_reversal
1903,loop,pool,full_reversal
1904,loop,pool,full_reversal
1905,drawer,reward,full_reversal
1906,saw,was,full_reversal
1907,drwaer,drawer,internal_reversal
1908,drawer,reward,full_reversal
1909,pest,pets,internal_reversal
1910,pest,pets,internal_reversal
1911,drawer,reward,full_reversal
1912,reward,drawer,full_reversal
1913,pat,tap,full_reversal
1914,lopo,loop,internal_reversal
1915,no,on,full_reversal
1916,dog,god,full_reversal
1917,drwaer,drawer,internal_reversal
1918,rweard,reward,internal_reversal
1919,stpe,step,internal_reversal
1920,tap,pat,full_reversal
1921,tap,pat,full_reversal
1922,saw,was,full_reversal
